MODEL,SAVE
SPEC file,C:\NidecDAQ\Config\SPEC.txt
Data file,C:\NidecDAQ\Data\SAVE_B1234_3052022.csv
Site,NCVH
Factory,VH12
Product,GREENPLANET
Line,AA
Process,EI01
Test system,E-TESTER4 / E-Tester260   No. 500
,,Test name,[902]Bacode And Close Orifice Plate IN for worker 0.625IN,[301]Speed (Duty100%),[301] Voltage (Duty100%),[011]Current,,Channel,test(sec),DATE,TIME
,,SPEC max,0,5000,25,0.1
,,SPEC min,0,2500,20,0.03
LOT,No.,Judge
B1234,6,NG,,3445,23.868,0.077,END,1,10,30/5/2022,13:54:43
MODEL,SAVE
SPEC file,C:\NidecDAQ\Config\SPEC.txt
Data file,C:\NidecDAQ\Data\SAVE_B1234_3052022.csv
Site,NCVH
Factory,VH12
Product,GREENPLANET
Line,AA
Process,EI01
Test system,E-TESTER4 / E-Tester260   No. 500
,,Test name,[902]Bacode And Close Orifice Plate IN for worker 0.625IN,[301]Speed (Duty100%),[301] Voltage (Duty100%),[011]Current,,Channel,test(sec),DATE,TIME
,,SPEC max,0,5000,25,0.1
,,SPEC min,0,2500,20,0.03
LOT,No.,Judge
B1234,7,OK,,3420,23.816,0.077,END,1,10,30/5/2022,13:55:15
B1234,9,NG,,3497,0,0.064,END,1,10,30/5/2022,13:55:53
B1234,10,OK,,3445,23.92,0.077,END,1,10,30/5/2022,13:56:14
B1234,11,OK,,3462,23.868,0.063,END,1,10,30/5/2022,13:56:34
B1234,14,OK,,3445,23.868,0.076,END,1,10,30/5/2022,13:57:46
B1234,15,OK,,3471,23.868,0.077,END,1,10,30/5/2022,13:58:50
B1234,15,,,0,0,0,END,1,10,30/5/2022,13:59:22
B1234,17,OK,,3480,23.868,0.077,END,1,10,30/5/2022,14:0:9
MODEL,SAVE
SPEC file,C:\NidecDAQ\Config\SPEC.txt
Data file,C:\NidecDAQ\Data\SAVE_B1234_3052022.csv
Site,NCVH
Factory,VH12
Product,GREENPLANET
Line,AA
Process,EI01
Test system,E-TESTER4 / E-Tester260   No. 500
,,Test name,[902]Bacode And Close Orifice Plate IN for worker 0.625IN,[301]Speed (Duty100%),[301] Voltage (Duty100%),[011]Current,,Channel,test(sec),DATE,TIME
,,SPEC max,0,5000,25,0.1
,,SPEC min,0,2500,20,0.03
LOT,No.,Judge
B1234,1,NG,,----,----,----,END,1,10,30/5/2022,14:2:11
B1234,2,OK,,3454,23.868,0.077,END,1,10,30/5/2022,14:2:29
B1234,2,,,0,0,0,END,1,10,30/5/2022,14:2:38
B1234,3,NG,,3402,0,0.063,END,2,10,30/5/2022,14:3:0
B1234,3,,,0,0,0,END,2,10,30/5/2022,14:3:8
B1234,4,OK,,3471,24.024,0.078,END,2,10,30/5/2022,14:3:23
B1234,4,,,68,23.868,0.038,END,1,10,30/5/2022,14:3:36
B1234,6,OK,,3462,24.024,0.078,END,2,10,30/5/2022,14:4:55
MODEL,SAVE
SPEC file,C:\NidecDAQ\Config\SPEC.txt
Data file,C:\NidecDAQ\Data\SAVE_B1234_3052022.csv
Site,NCVH
Factory,VH12
Product,GREENPLANET
Line,AA
Process,EI01
Test system,E-TESTER4 / E-Tester260   No. 500
,,Test name,[902]Bacode And Close Orifice Plate IN for worker 0.625IN,[301]Speed (Duty100%),[301] Voltage (Duty100%),[011]Current,,Channel,test(sec),DATE,TIME
,,SPEC max,0,5000,25,0.1
,,SPEC min,0,2500,20,0.03
LOT,No.,Judge
B1234,38,NG,,----,----,----,END,1,10,30/5/2022,18:30:37
B1234,39,,,0,0,0,END,1,10,30/5/2022,18:30:56
B1234,40,,,0,23.92,0.043,END,1,10,30/5/2022,18:31:16
B1234,41,,,1954,23.92,0.034,END,1,10,30/5/2022,18:31:32
B1234,43,OK,,3488,0,0,END,2,10,30/5/2022,18:32:3
B1234,44,OK,,3428,0,0,END,1,10,30/5/2022,18:33:2
B1234,45,OK,,3428,24.024,0.079,END,2,10,30/5/2022,18:33:22
